Date,Speaker,text
2/2/1953,Dwight Eisenhower,"These programs will be both fair to the rights of the individual and effective for the safety of the Nation. They will, with care and justice, apply the basic principle that public employment is not a right but a privilege."
2/2/1953,Dwight Eisenhower,All these measures have two clear purposes: Their first purpose is to make certain that this Nation's security is not jeopardized by false servants. Their second purpose is to clear the atmosphere of that unreasoned suspicion that accepts rumor and gossip as substitutes for evidence.
2/2/1953,Dwight Eisenhower,"Our people, of course, deserve and demand of their Federal Government more than security of personnel. They demand, also, efficient and logical organization, true to constitutional principles."
2/2/1953,Dwight Eisenhower,"I have already established a Committee on Government Organization. The Committee is using as its point of departure the reports of the Hoover Commission and subsequent studies by several independent agencies. To achieve the greater efficiency and economy which the Committee analyses show to be possible, I ask the Congress to extend the present Government Reorganization Act for a period of 18 months or 2 years beyond its expiration date of April 1, 1953."
2/2/1953,Dwight Eisenhower,There is more involved here than realigning the wheels and smoothing the gears of administrative machinery. The Congress rightfully-expects the Executive to take the initiative in discovering and removing outmoded functions and eliminating duplication.
2/2/1953,Dwight Eisenhower,"One agency, for example, whose head has promised early and vigorous action to provide greater efficiency is the Post Office. One of the oldest institutions of our Federal Government, its service should be of the best. Its employees should merit and receive the high regard and esteem of the citizens of the Nation. There are today in some areas of the postal service, both waste and incompetence to be corrected. With the cooperation of the Congress, and taking advantage of its accumulated experience in postal affairs, the Postmaster General will institute a program directed at improving service while at the same time reducing costs and decreasing deficits."
2/2/1953,Dwight Eisenhower,"In all departments, dedication to these basic precepts of security and efficiency, integrity, and economy can and will produce an administration deserving of the trust the people have placed in it."
2/2/1953,Dwight Eisenhower,"Our people have demanded nothing less than good, efficient government. They shall get nothing less."
2/2/1953,Dwight Eisenhower,"Vitally important are the water and minerals, public lands and standing timber, forage and Mid-life of this country. A fast-growing population will have vast future needs in these resources. We must more than match the substantial achievements in the half-century since President Theodore Roosevelt awakened the Nation to the problem of conservation."
2/2/1953,Dwight Eisenhower,"This calls for a strong Federal program in the field of resource development. Its major projects should be timed, where possible to assist in leveling off peaks and valleys in our economic life. Soundly planned projects already initiated should be carried out. New ones will be planned for the future."
2/2/1953,Dwight Eisenhower,"The best natural resources program for America will not result from exclusive dependence on Federal bureaucracy. It will involve a partnership of the States and local communities, private citizens, and the Federal Government, all working together. This combined effort will advance the development of the great river valleys of our Nation and the power that they can generate. Likewise, such a partnership can be effective in the expansion throughout the Nation of upstream storage; the sound use of public lands; the wise conservation of minerals; and the sustained yield of our forests."
2/2/1953,Dwight Eisenhower,"There has been much criticism, some of it apparently justified, of the confusion resulting from overlapping Federal activities in the entire field of resource-conservation. This matter is being exhaustively studied and appropriate reorganization plans will be developed."
2/2/1953,Dwight Eisenhower,"Most of these particular resource problems pertain to the Department of the Interior. Another of its major concerns is our country's island possessions. Here, one matter deserves attention. The platforms of both political parties promised immediate statehood to Hawaii. The people of that Territory have earned that status. Statehood should be granted promptly with the first election scheduled for 1954."
2/2/1953,Dwight Eisenhower,"One of the difficult problems which face the new administration is that of the slow, irregular decline of farm prices. This decline, which has been going on for almost 2 years, has occurred at a time when most nonfarm prices and farm costs of production are extraordinarily high."
2/2/1953,Dwight Eisenhower,"Present agricultural legislation provides for the mandatory support of the prices of basic farm commodities at 90 percent of parity. The Secretary of Agriculture and his associates will, of course, execute the present act faithfully and thereby seek to mitigate the consequences of the downturn in farm income."
2/2/1953,Dwight Eisenhower,This price-support legislation will expire at the end of 1954.
2/2/1953,Dwight Eisenhower,"So we should begin now to consider what farm legislation we should develop for 1955 and beyond. Our aim should be economic stability and full parity of income for American farmers. But we must seek this goal in ways that minimize governmental interference in the farmers' affairs, that permit desirable shifts in production, and that encourage farmers themselves to use initiative in meeting changing economic conditions."
2/2/1953,Dwight Eisenhower,"A continuing study reveals nothing more emphatically than the complicated nature of this subject. Among other things, it shows that the prosperity of our agriculture depends directly upon the prosperity of the whole country--upon the purchasing power of American consumers. It depends also upon the opportunity to ship abroad large surpluses of particular commodities, and therefore upon sound economic relationships between the United States and many foreign countries. It involves research and scientific investigation, conducted on an extensive scale. It involves special credit mechanisms and marketing, rural electrification, soil conservation, and other programs."
2/2/1953,Dwight Eisenhower,"The whole complex of agricultural programs and policies will be studied by a Special Agricultural Advisory Commission, as I know it will by appropriate committees of the Congress. A nonpartisan group of respected authorities in the field of agriculture has already been appointed as an interim advisory group."
2/2/1953,Dwight Eisenhower,The immediate changes needed in agricultural programs are largely budgetary and administrative in nature. New policies and new programs must await the completion of the far-reaching studies which have already been launched.
2/2/1953,Dwight Eisenhower,"The determination of labor policy must be governed not by the vagaries of political expediency but by the firmest principles and convictions. Slanted partisan appeals to American workers, spoken as if they were a group apart, necessitating a special language and treatment, are an affront to the fullness of their dignity as American citizens."
2/2/1953,Dwight Eisenhower,"The truth in matters of labor policy has become obscured in controversy. The very meaning of economic freedom as it affects labor has become confused. This misunderstanding has provided a climate of opinion favoring the growth of governmental paternalism in labor relations. This tendency, if left uncorrected, could end only by producing a bureaucratic despotism. Economic freedom is, in fact, the requisite of greater prosperity for every American who earns his own living."
2/2/1953,Dwight Eisenhower,"In the field of labor legislation, only a law that merits the respect and support of both labor and management can help reduce the loss of wages and of production through strikes and stoppages, and thus add to the total economic strength of our Nation."
2/2/1953,Dwight Eisenhower,"We have now had 5 years' experience with the Labor Management Act of 1947, commonly known as the Taft-Hartley Act. That experience has shown the need for some corrective action, and we should promptly proceed to amend that act."
2/2/1953,Dwight Eisenhower,"I know that the Congress is already proceeding with renewed studies of this subject. Meanwhile, the Department of Labor is at once beginning work to devise further specific recommendations for your consideration."
2/2/1953,Dwight Eisenhower,"In the careful working out of legislation, I know you will give thoughtful consideration--as will we in the executive branch--to the views of labor, and of management, and of the general public. In this process, it is only human that each of us should bring forward the arguments of self-interest. But if all conduct their arguments in the overpowering light of national interest--which is enlightened self-interest--we shall get the right answers. I profoundly hope that every citizen of our country will follow with understanding your progress in this work. The welfare of all of us is involved."
2/2/1953,Dwight Eisenhower,"Especially must we remember that the institutions of trade unionism and collective bargaining are monuments to the freedom that must prevail in our industrial life. They have a century of honorable achievement behind them. Our faith in them is proven, firm, and final."
2/2/1953,Dwight Eisenhower,Government can do a great deal to aid the settlement of labor disputes without allowing itself to be employed as an ally of either side. Its proper role in industrial strife is to encourage the processes of mediation and conciliation. These processes can successfully be directed only by a government free from the taint of any suspicion that it is partial or punitive.
2/2/1953,Dwight Eisenhower,"The administration intends to strengthen and to improve the services which the Department of Labor can render to the worker and to the whole national community. This Department was created--just 40 years ago--to serve the entire Nation. It must aid, for example, employers and employees alike in improving training programs that will develop skilled and competent workers. It must enjoy the confidence and respect of labor and industry in order to play a significant role in the planning of America's economic future. To that end, I am authorizing the Department of Labor to establish promptly a tripartite advisory committee consisting of representatives of employers, labor, and the public."
2/2/1953,Dwight Eisenhower,"Our civil and social rights form a central part of the heritage we are striving to defend on all fronts and with all our strength. I believe with all my heart that our vigilant guarding of these rights is a sacred obligation binding upon every citizen. To be true to one's own freedom is, in essence, to honor and respect the freedom of all others."
2/2/1953,Dwight Eisenhower,A cardinal ideal in this heritage we cherish is the equality of rights of all citizens of every race and color and creed.
2/2/1953,Dwight Eisenhower,We know that discrimination against minorities persists despite our allegiance to this ideal. Such discrimination--confined to no one section of the Nation--is but the outward testimony to the persistence of distrust and of fear in the hearts of men.
2/2/1953,Dwight Eisenhower,"This fact makes all the more vital the fighting of these wrongs by each individual, in every station of life, in his every deed."
2/2/1953,Dwight Eisenhower,"Much of the answer lies in the power of fact, fully publicized; of persuasion, honestly pressed; and of conscience, justly aroused. These are methods familiar to our way of life, tested and proven wise."
2/2/1953,Dwight Eisenhower,"I propose to use whatever authority exists in the office of the President to end segregation in the District of Columbia, including the Federal Government, and any segregation in the Armed Forces."
2/2/1953,Dwight Eisenhower,"Here in the District of Columbia, serious attention should be given to the proposal to develop and authorize, through legislation, a system to provide an effective voice in local self-government. While consideration of this proceeds, I recommend an immediate increase of two in the number of District Commissioners to broaden representation of all elements of our local population. This will be a first step toward insuring that this Capital provide an honored example to all communities of our Nation."
2/2/1953,Dwight Eisenhower,"In this manner, and by the leadership of the office of the President exercised through friendly conferences with those in authority in our States and cities, we expect to make true and rapid progress in civil rights and equality of employment opportunity."
2/2/1953,Dwight Eisenhower,There is one sphere in which civil rights are inevitably involved in Federal legislation. This is the sphere of immigration.
2/2/1953,Dwight Eisenhower,It is a manifest right of our Government to limit the number of immigrants our Nation can absorb. It is also a manifest right of our Government to set reasonable requirements on the character and the numbers of the people who come to share our land and our freedom.
2/2/1953,Dwight Eisenhower,"It is well for us, however, to remind ourselves occasionally of an equally manifest fact: we are--one and all--immigrants or sons and daughters of immigrants."
2/2/1953,Dwight Eisenhower,"Existing legislation contains injustices. It does, in fact, discriminate. I am informed by Members of the Congress that it was realized, at the time of its enactment, that future study of the basis of determining quotas would be necessary."
2/2/1953,Dwight Eisenhower,I am therefore requesting the Congress to review this legislation and to enact a statute that will at one and the same time guard our legitimate national interests and be faithful to our basic ideas of freedom and fairness to all.
2/2/1953,Dwight Eisenhower,In another but related area--that of social rights--we see most clearly the new application of old ideas of freedom.
2/2/1953,Dwight Eisenhower,"This administration is profoundly aware of two great needs born of our living in a complex industrial economy. First, the individual citizen must have safeguards against personal disaster inflicted by forces beyond his control; second, the welfare of the people demands effective and economical performance by the Government of certain indispensable social services."
2/2/1953,Dwight Eisenhower,"In the light of this responsibility, certain general purposes and certain concrete measures are plainly indicated now."
2/2/1953,Dwight Eisenhower,"There is urgent need for greater effectiveness in our programs, both public and private, offering safeguards against the privations that too often come with unemployment, old age, illness, and accident. The provisions of the old-age and survivors insurance law should promptly be extended to cover millions of citizens who have been left out of the social-security system. No less important is the encouragement of privately sponsored pension plans. Most important of all, of course, is renewed effort to check the inflation which destroys so much of the value of all social-security payments."
2/2/1953,Dwight Eisenhower,"Our school system demands some prompt, effective help. During each of the last 9 years, more than 1 ½ million children have swelled the elementary and secondary school population of the country. Generally, the school population is proportionately higher in States with low per capita income. This whole situation calls for careful congressional study and action. I am sure that you share my conviction that the firm conditions of Federal aid must be proved need and proved lack of local income."
2/2/1953,Dwight Eisenhower,"One phase of the school problem demands special action. The school population of many districts has been greatly in- creased by the swift growth of defense activities. These activities have added little or nothing to the tax resources of the communities affected. Legislation aiding construction of schools in the districts expires on June 30. This law should be renewed; and likewise, the partial payments for current operating expenses for these particular school districts should be made, including the deficiency requirement of the current fiscal year."
2/2/1953,Dwight Eisenhower,"Public interest similarly demands one prompt specific action in protection of the general consumer. The Food and Drug Administration should be authorized to continue its established and necessary program of factory inspections. The invalidation of these inspections by the Supreme Court of December 8, 1952, was based solely on the fact that the present law contained inconsistent and unclear provisions. These must be promptly corrected."
2/2/1953,Dwight Eisenhower,I am well aware that beyond these few immediate measures there remains much to be done. The health and housing needs of our people call for intelligently planned programs. Involved are the solvency of the whole security system; and its guarding against exploitation by the irresponsible.
2/2/1953,Dwight Eisenhower,"To bring clear purpose and orderly procedure into this field, I anticipate a thorough study of the proper relationship among Federal, State, and local programs. I shall shortly send you specific recommendations for establishing such an appropriate commission, together with a reorganization plan defining new administrative status for all Federal activities in health, education, and social security."
2/2/1953,Dwight Eisenhower,I repeat that there are many important subjects of which I make no mention today. Among these is our great and growing body of veterans. America has traditionally been generous in caring for the disabled--and the widow and the orphan of the fallen. These millions remain close to all our hearts. Proper care of our uniformed citizens and appreciation of the past service of our veterans are part of our accepted governmental responsibilities.
2/2/1953,Dwight Eisenhower,We have surveyed briefly some problems of our people and a portion of the tasks before us.
2/2/1953,Dwight Eisenhower,"The hope of freedom itself depends, in real measure, upon our strength, our heart, and our wisdom."
2/2/1953,Dwight Eisenhower,"We must be strong in arms. We must be strong in the source of all our armament, our productivity. We all--workers and farmers, foremen and financiers, technicians and builders--all must produce, produce more, and produce yet more."
2/2/1953,Dwight Eisenhower,"We must be strong, above all, in the spiritual resources upon which all else depends. We must be devoted with all our heart to the values we defend. We must know that each of these values and virtues applies with equal force at the ends of the earth and in our relations with our neighbor next door. We must know that freedom expresses itself with equal eloquence in the right of workers to strike in the nearby factory, and in the yearnings and sufferings of the peoples of Eastern Europe."
2/2/1953,Dwight Eisenhower,"As our heart summons our strength, our wisdom must direct it."
2/2/1953,Dwight Eisenhower,"There is, in world affairs, a steady course to be followed between an assertion of strength that is truculent and a confession of helplessness that is cowardly."
2/2/1953,Dwight Eisenhower,"There is, in our affairs at home, a middle way between untrammeled freedom of the individual and the demands for the welfare of the whole Nation. This way must avoid government by bureaucracy as carefully as it avoids neglect of the helpless."
2/2/1953,Dwight Eisenhower,"In every area of political action, free men must think before they can expect to win."
2/2/1953,Dwight Eisenhower,"In this spirit must we live and labor: confident of our strength, compassionate in our heart, clear in our mind."
1/30/1961,John Kennedy,"It is a pleasure to return from whence I came. You are among my oldest friends in Washington--and this House is my oldest home. It was here, more than 14 years ago, that I first took the oath of Federal office. It was here, for 14 years, that I gained both knowledge and inspiration from members of both parties in both Houses--from your wise and generous leaders--and from the pronouncements which I can vividly recall, sitting where you now sit--including the programs of two great Presidents, the undimmed eloquence of Churchill, the soaring idealism of Nehru, the steadfast words of General de Gaulle. To speak from this same historic rostrum is a sobering experience. To be back among so many friends is a happy one."
1/30/1961,John Kennedy,"I am confident that that friendship will continue. Our Constitution wisely assigns both joint and separate roles to each branch of the government; and a President and a Congress who hold each other in mutual respect will neither permit nor attempt any trespass. For my part, I shall withhold from neither the Congress nor the people any fact or report, past, present, or future, which is necessary for an informed judgment of our conduct and hazards. I shall neither shift the burden of executive decisions to the Congress, nor avoid responsibility for the outcome of those decisions."
1/30/1961,John Kennedy,"I speak today in an hour of national peril and national opportunity. Before my term has ended, we shall have to test anew whether a nation organized and governed such as ours can endure. The outcome is by no means certain. The answers are by no means clear. All of us together--this Administration, this Congress, this nation-must forge those answers."
1/30/1961,John Kennedy,"But today, were I to offer--after little more than a week in office--detailed legislation to remedy every national ill, the Congress would rightly wonder whether the desire for speed had replaced the duty of responsibility."
1/30/1961,John Kennedy,"My remarks, therefore, will be limited. But they will also be candid. To state the facts frankly is not to despair the future nor indict the past. The prudent heir takes careful inventory of his legacies, and gives a faithful accounting to those whom he owes an obligation of trust. And, while the occasion does not call for another recital of our blessings and assets, we do have no greater asset than the willingness of a free and determined people, through its elected officials, to face all problems frankly and meet all dangers free from panic or fear."
1/30/1961,John Kennedy,"The present state of our economy is disturbing. We take office in the wake of seven months of recession, three and one-half years of slack, seven years of diminished economic growth, and nine years of falling farm income."
1/30/1961,John Kennedy,"Business bankruptcies have reached their highest level since the Great Depression. Since 1951 farm income has been squeezed down by 25 percent. Save for a brief period in 1958, insured unemployment is at the highest peak in our history. Of some five and one-half million Americans who are without jobs, more than one million have been searching for work for more than four months. And during each month some 150,000 workers are exhausting their already meager jobless benefit rights."
1/30/1961,John Kennedy,"Nearly, one-eighth of those who are without jobs live almost without hope in nearly one hundred especially depressed and troubled areas. The rest include new school graduates unable to use their talents, farmers forced to give up their part-time jobs which helped balance their family budgets, skilled and unskilled workers laid off in such important industries as metals, machinery, automobiles and apparel."
1/30/1961,John Kennedy,"Our recovery from the 1958 recession, moreover, was anemic and incomplete. Our Gross National Product never regained its full potential. Unemployment never returned to normal levels. Maximum use of our national industrial capacity was never restored."
1/30/1961,John Kennedy,"In short, the American economy is in trouble. The most resourceful industrialized country on earth ranks among the last in the rate of economic growth. Since last spring our economic growth rate has actually receded. Business investment is in a decline. Profits have fallen below predicted levels. Construction is off. A million unsold automobiles are in inventory. Fewer people are working--and the average work week has shrunk well below 40 hours. Yet prices have continued to rise--so that now too many Americans have less to spend for items that cost more to buy."
1/30/1961,John Kennedy,"Economic prophecy is at best an uncertain art--as demonstrated by the prediction one year ago from this same podium that 1960 would be, and I quote, ""the most prosperous year in our history."" Nevertheless, forecasts of continued slack and only slightly reduced unemployment through 1961 and 1962 have been made with alarming unanimity-and this Administration does not intend to stand helplessly by."
1/30/1961,John Kennedy,"We cannot afford to waste idle hours and empty plants while awaiting the end of the recession. We must show the world what a free economy can do--to reduce unemployment, to put unused capacity to work, to spur new productivity, and to foster higher economic growth within a range of sound fiscal policies and relative price stability."
1/30/1961,John Kennedy,"I will propose to the Congress within the next 14 days measures to improve unemployment compensation through temporary increases in duration on a self-supporting basis--to provide more food for the families of the unemployed, and to aid their needy children--to redevelop our areas of chronic labor surplus--to expand the services of the U.S. Employment Offices--to stimulate housing and construction--to secure more purchasing power for our lowest paid workers by raising and expanding the minimum wage--to offer tax incentives for sound plant investment--to increase the development of our natural resources--to encourage price stability--and to take other steps aimed at insuring a prompt recovery and paving the way for increased long-range growth. This is not a partisan program concentrating on our weaknesses--it is, I hope, a national program to realize our national strength."
1/30/1961,John Kennedy,II.
1/30/1961,John Kennedy,"Efficient expansion at home, stimulating the new plant and technology that can make our goods more competitive, is also the key to the international balance of payments problem. Laying aside all alarmist talk and panicky solutions, let us put that knotty problem in its proper perspective."
1/30/1961,John Kennedy,"It is true that, since 1958, the gap between the dollars we spend or invest abroad and the dollars returned to us has substantially widened. This overall deficit in our balance of payments increased by nearly $11 billion in the 3 years--and holders of dollars abroad converted them to gold in such a quantity as to cause a total outflow of nearly $5 billion of gold from our reserve. The 1959 deficit was caused in large part by the failure of our exports to penetrate foreign markets-the result both of restrictions on our goods and our own uncompetitive prices. The 1960 deficit, on the other hand, was more the result of an increase in private capital outflow seeking new opportunity, higher return or speculative advantage abroad."
1/30/1961,John Kennedy,"Meanwhile this country has continued to bear more than its share of the West's military and foreign aid obligations. Under existing policies, another deficit of $2 billion is predicted for 1961--and individuals in those countries whose dollar position once depended on these deficits for improvement now wonder aloud whether our gold reserves will remain sufficient to meet our own obligations."
1/30/1961,John Kennedy,"All this is cause for concern--but it is not cause for panic. For our monetary and financial position remains exceedingly strong. Including our drawing rights in the International Monetary Fund and the gold reserve held as backing for our currency and Federal Reserve deposits, we have some $22 billion in total gold stocks and other international monetary reserves available-and I now pledge that their full strength stands behind the value of the dollar for use if needed."
1/30/1961,John Kennedy,"Moreover, we hold large assets abroad-the total owed this nation far exceeds the claims upon our reserves--and our exports once again substantially exceed our imports."
1/30/1961,John Kennedy,"In short, we need not--and we shall not-take any action to increase the dollar price of gold from $35 an ounce--to impose exchange controls--to reduce our anti-recession efforts--to fall back on restrictive trade policies--or to weaken our commitments around the world."
1/30/1961,John Kennedy,This Administration will not distort the value of the dollar in any fashion. And this is a commitment.
1/30/1961,John Kennedy,"Prudence and good sense do require, however, that new steps be taken to ease the payments deficit and prevent any gold crisis. Our success in world affairs has long depended in part upon foreign confidence in our ability to pay. A series of executive orders, legislative remedies and cooperative efforts with our allies will get underway immediately--aimed at attracting foreign investment and travel to this country-promoting American exports, at stable prices and with more liberal government guarantees and financing--curbing tax and customs loopholes that encourage undue spending of private dollars abroad--and (through OECD, NATO and otherwise) sharing with our allies all efforts to provide for the common defense of the free world and the hopes for growth of the less developed lands. While the current deficit lasts, ways will be found to ease our dollar outlays abroad without placing the full burden on the families of men whom we have asked to serve our Flag overseas."
1/30/1961,John Kennedy,"In short, whatever is required will be done to back up all our efforts abroad, and to make certain that, in the future as in the past, the dollar is as ""sound as a dollar."""
1/30/1961,John Kennedy,III.
1/30/1961,John Kennedy,"But more than our exchange of international payments is out of balance. The current Federal budget for fiscal 1961 is almost certain to show a net deficit. The budget already submitted for fiscal 1962 will remain in balance only if the Congress enacts all the revenue measures requested--and only if an earlier and sharper up-turn in the economy than my economic advisers now think likely produces the tax revenues estimated. Nevertheless, a new Administration must of necessity build on the spending and revenue estimates already submitted. Within that framework, barring the development of urgent national defense needs or a worsening of the economy, it is my current intention to advocate a program of expenditures which, including revenues from a stimulation of the economy, will not of and by themselves unbalance the earlier Budget."
1/30/1961,John Kennedy,"However, we will do what must be done. For our national household is cluttered with unfinished and neglected tasks. Our cities are being engulfed in squalor. Twelve long years after Congress declared our goal to be ""a decent home and a suitable environment for every American family,"" we still have 25 million Americans living in substandard homes. A new housing program under a new Housing and Urban Affairs Department will be needed this year."
1/30/1961,John Kennedy,"Our classrooms contain 2 million more children than they can properly have room for, taught by 90,000 teachers not properly qualified to teach. One third of our most promising high school graduates are financially unable to continue the development of their talents. The war babies of the 1940's, who overcrowded our schools in the 1950's, are now descending in 1960 upon our colleges-with two college students for every one, ten years from now--and our colleges are ill prepared. We lack the scientists, the engineers and the teachers our world obligations require. We have neglected oceanography, saline water conversion, and the basic research that lies at the root of all progress. Federal grants for both higher and public school education can no longer be delayed."
1/30/1961,John Kennedy,"Medical research has achieved new wonders--but these wonders are too often beyond the reach of too many people, owing to a lack of income (particularly among the aged), a lack of hospital beds, a lack of nursing homes and a lack of doctors and dentists. Measures to provide health care for the aged under Social Security, and to increase the supply of both facilities and personnel, must be undertaken this year."
1/30/1961,John Kennedy,"Our supply of clean water is dwindling. Organized and juvenile crimes cost the taxpayers millions of dollars each year, making it essential that we have improved enforcement and new legislative safeguards. The denial of constitutional rights to some of our fellow Americans on account of race--at the ballot box and elsewhere--disturbs the national conscience, and subjects us to the charge of world opinion that our democracy is not equal to the high promise of our heritage. Morality in private business has not been sufficiently spurred by morality in public business. A host of problems and projects in all 50 States, though not possible to include in this Message, deserves-and will receive--the attention of both the Congress and the Executive Branch. On most of these matters, Messages will be sent to the Congress within the next two weeks."
1/30/1961,John Kennedy,IV.
1/30/1961,John Kennedy,"But all these problems pale when placed beside those which confront us around the world. No man entering upon this office, regardless of his party, regardless of his previous service in Washington, could fail to be staggered upon learning--even in this brief 10 day period--the harsh enormity of the trials through which we must pass in the next four years. Each day the crises multiply. Each day their solution grows more difficult. Each day we draw nearer the hour of maximum danger, as weapons spread and hostile forces grow stronger. I feel I must inform the Congress that our analyses over the last ten days make it clear that--in each of the principal areas of crisis--the tide of events has been running out and time has not been our friend."
1/30/1961,John Kennedy,"In Asia, the relentless pressures of the Chinese Communists menace the security of the entire area--from the borders of India and South Viet Nam to the jungles of Laos, struggling to protect its newly-won independence. We seek in Laos what we seek in all Asia, and, indeed, in all of the world-freedom for the people and independence for the government. And this Nation shall persevere in our pursuit of these objectives. In Africa, the Congo has been brutally torn by civil strife, political unrest and public disorder. We shall continue to support the heroic efforts of the United Nations to restore peace and order--efforts which are now endangered by mounting tensions, unsolved problems, and decreasing support from many member states."
1/30/1961,John Kennedy,"In Latin America, Communist agents seeking to exploit that region's peaceful revolution of hope have established a base on Cuba, only 90 miles from our shores. Our objection with Cuba is not over the people's drive for a better life. Our objection is to their domination by foreign and domestic tyrannies. Cuban social and economic reform should be encouraged. Questions of economic and trade policy can always be negotiated. But Communist domination in this Hemisphere can never be negotiated."
1/30/1961,John Kennedy,"We are pledged to work with our sister republics to free the Americas of all such foreign domination and all tyranny, working toward the goal of a free hemisphere of free governments, extending from Cape Horn to the Arctic Circle."
1/30/1961,John Kennedy,"In Europe our alliances are unfulfilled and in some disarray. The unity of NATO has been weakened by economic rivalry and partially eroded by national interest. It has not yet fully mobilized its resources nor fully achieved a common outlook. Yet no Atlantic power can meet on its own the mutual problems now facing us in defense, foreign aid, monetary reserves, and a host of other areas; and our close ties with those whose hopes and interests we share are among this Nation's most powerful assets."
1/30/1961,John Kennedy,"Our greatest challenge is still the world that lies beyond the Cold War--but the first great obstacle is still our relations with the Soviet Union and Communist China. We must never be lulled into believing that either power has yielded its ambitions for world domination--ambitions which they forcefully restated only a short time ago. On the contrary, our task is to convince them that aggression and subversion will not be profitable routes to pursue these ends. Open and peaceful competition--for prestige, for markets, for scientific achievement, even for men's minds--is something else again. For if Freedom and Communism were to compete for man's allegiance in a world at peace, I would look to the future with ever increasing confidence."
1/30/1961,John Kennedy,"To meet this array of challenges--to fulfill the role we cannot avoid on the world scene--we must reexamine and revise our whole arsenal of tools: military, economic and political."
1/30/1961,John Kennedy,"One must not overshadow the other: On the Presidential Coat of Arms, the American eagle holds in his right talon the olive branch, while in his left he holds a bundle of arrows. We intend to give equal attention to both."
1/30/1961,John Kennedy,"First, we must strengthen our military tools. We are moving into a period of uncertain risk and great commitment in which both the military and diplomatic possibilities require a Free World force so powerful as to make any aggression clearly futile. Yet in the past, lack of a consistent, coherent military strategy, the absence of basic assumptions about our national requirements and the faulty estimates and duplication arising from inter-service rivalries have all made it difficult to assess accurately how adequate--or inadequate--our defenses really are."
1/30/1961,John Kennedy,"I have, therefore, instructed the Secretary of Defense to reappraise our entire defense strategy--our ability to fulfill our commitments-the effectiveness, vulnerability, and dispersal of our strategic bases, forces and warning systems--the efficiency and economy of our operation and organization-the elimination of obsolete bases and installations-and the adequacy, modernization and mobility of our present conventional and nuclear forces and weapons systems in the light of present and future dangers. I have asked for preliminary conclusions by the end of February--and I then shall recommend whatever legislative, budgetary or executive action is needed in the light of these conclusions."
1/30/1961,John Kennedy,"In the meantime, I have asked the Defense Secretary to initiate immediately three new steps most clearly needed now:"
1/30/1961,John Kennedy,"First, l have directed prompt attention to increase our air-lift capacity. Obtaining additional air transport mobility--and obtaining it now--will better assure the ability of our conventional forces to respond, with discrimination and speed, to any problem at any spot on the globe at any moment's notice. In particular it will enable us to meet any deliberate effort to avoid or divert our forces by starting limited wars in widely scattered parts of the globe."
1/30/1961,John Kennedy,"(b) I have directed prompt action to step up our Polaris submarine program. Using unobligated ship-building funds now (to let contracts originally scheduled for the next fiscal year) will build and place on station--at least nine months earlier than planned-substantially more units of a crucial deterrent--a fleet that will never attack first, but possess sufficient powers of retaliation, concealed beneath the seas, to discourage any aggressor from launching an attack upon our security."
1/30/1961,John Kennedy,"(c) I have directed prompt action to accelerate our entire missile program. Until the Secretary of Defense's reappraisal is completed, the emphasis here will be largely on improved organization and decision making--on cutting down the wasteful duplications and the time-lag that have handicapped our whole family of missiles. If we are to keep the peace, we need an invulnerable missile force powerful enough to deter any aggressor from even threatening an attack that he would know could not destroy enough of our force to prevent his own destruction. For as I said upon taking the oath of office: ""Only when our arms are sufficient beyond doubt can we be certain beyond doubt that they will never be employed."""
1/30/1961,John Kennedy,"Secondly, we must improve our economic tools. Our role is essential and unavoidable in the construction of a sound and expanding economy for the entire non-communist world, helping other nations build the strength to meet their own problems, to satisfy their own aspirations--to surmount their own dangers. The problems in achieving this goal are towering and unprecedented-the response must be towering and unprecedented as well, much as Lend-Lease and the Marshall Plan were in earlier years, which brought such fruitful results."
1/30/1961,John Kennedy,"(a) I intend to ask the Congress for authority to establish a new and more effective program for assisting the economic, educational and social development of other countries and continents. That program must stimulate and take more effectively into account the contributions of our allies, and provide central policy direction for all our own programs that now so often overlap, conflict or diffuse our energies and resources. Such a program, compared to past programs, will require"
1/30/1961,John Kennedy,--more flexibility for short run emergencies
1/30/1961,John Kennedy,"--more commitment to long term development --new attention to education at all levels --greater emphasis on the recipient nation's role, their effort, their purpose, with greater social justice for their people, broader distribution and participation by their people and more efficient public administration and more efficient tax systems of their own"
1/30/1961,John Kennedy,--and orderly planning for national and regional development instead of a piecemeal approach.
1/30/1961,John Kennedy,"I hope the Senate will take early action approving the Convention establishing the Organization for Economic Cooperation and Development. This will be an important instrument in sharing with our allies this development effort--working toward the time when each nation will contribute in proportion to its ability to pay. For, while we are prepared to assume our full share of these huge burdens, we cannot and must not be expected to bear them alone."
1/30/1961,John Kennedy,"To our sister republics to the south, we have pledged a new alliance for progress-alianza para progreso. Our goal is a free and prosperous Latin America, realizing for all its states and all its citizens a degree of economic and social progress that matches their historic contributions of culture, intellect and liberty. To start this nation's role at this time in that alliance of neighbors, I am recommending the following:"
1/30/1961,John Kennedy,"--That the Congress appropriate in full the $500 million fund pledged by the Act of Bogota, to be used not as an instrument of the Cold War, but as a first step in the sound development of the Americas."
1/30/1961,John Kennedy,"--That a new Inter-Departmental Task Force be established under the leadership of the Department of State, to coordinate at the highest level all policies and programs of concern to the Americas."
